"order","contestant","song","song_theme","result"
"1","Blake Lewis","""You Give Love a Bad Name""","Contestant.s.Choice","Runner-Up"
"2","Jordin Sparks","""Fighter""","Contestant.s.Choice","Winner"
"3","Blake Lewis","""She Will Be Loved""","Contestant.s.reprise","Runner-Up"
"4","Jordin Sparks","""A Broken Wing""","Contestant.s.reprise","Winner"
"5","Blake Lewis","""This Is My Now""","Winner.s.single","Runner-Up"
"6","Jordin Sparks","""This Is My Now""","Winner.s.single","Winner"
