"order","contestant","song","song_theme","result"
"1","Jordin Sparks","""Wishing on a Star""","Judge.s.choice","Safe"
"2","Blake Lewis","""Roxanne""","Judge.s.choice","Safe"
"3","Melinda Doolittle","""I Believe in You and Me""","Judge.s.choice","Third place"
"4","Jordin Sparks","""She Works Hard for the Money"" (Donna Summer)","Producers.choice","Safe"
"5","Blake Lewis","""This Love"" (Maroon 5)","Producers.choice","Safe"
"6","Melinda Doolittle","""Nutbush City Limits"" (Ike & Tina Turner)","Producers.choice","Third place"
"7","Jordin Sparks","""I (Who Have Nothing)"" (Ben E. King)","Contestant.s.choice","Safe"
"8","Blake Lewis","""When I Get You Alone"" (Robin Thicke)","Contestant.s.choice","Safe"
"9","Melinda Doolittle","""I'm a Woman"" (Peggy Lee)","Contestant.s.choice","Third place"
