"order","contestant","song","song_theme","result"
"1","Jena Irene","""Dog Days Are Over""","Simon.Fuller.s.Choice","Runner-up"
"2","Caleb Johnson","""Dream On""","Simon.Fuller.s.Choice","Winner"
"3","Jena Irene","""Can't Help Falling in Love""","Favorite.Performance","Runner-up"
"4","Caleb Johnson","""Maybe I'm Amazed""","Favorite.Performance","Winner"
"5","Jena Irene","""We Are One""","Winner.s.single","Runner-up"
"6","Caleb Johnson","""As Long as You Love Me""","Winner.s.single","Winner"
