"order","contestant","song","song_theme","result"
"1","Justin Guarini","""Before Your Love""","First.Song...original.artist.","Runner-up"
"2","Kelly Clarkson","""A Moment Like This""","First.Song...original.artist.","Winner"
"3","Justin Guarini","""Get Here""  (Oleta Adams)","Second.Song...original.artist.","Runner-up"
"4","Kelly Clarkson","""Respect""  (Aretha Franklin)","Second.Song...original.artist.","Winner"
"5","Justin Guarini","""A Moment Like This""","Third.Song...original.artist.","Runner-up"
"6","Kelly Clarkson","""Before Your Love""","Third.Song...original.artist.","Winner"
