"order","contestant","song","song_theme","result"
"1","Lee DeWyze","""Kiss from a Rose""","Solo.song","Safe"
"2","Michael Lynche","""Will You Be There""","Solo.song","Eliminated"
"3","Lee DeWyze","""Falling Slowly""","Duet.song","Safe"
"3","Crystal Bowersox","""Falling Slowly""","Duet.song","Safe"
"4","Casey James","""Mrs. Robinson""","Solo.song","Safe"
"5","Crystal Bowersox","""I'm Alright""","Solo.song","Safe"
"6","Michael Lynche","""Have You Ever Really Loved a Woman?""","Duet.song","Eliminated"
"6","Casey James","""Have You Ever Really Loved a Woman?""","Duet.song","Safe"
