"order","contestant","song","song_theme","result"
"1","Trent Harmon","""Falling""","Original.s.Single","Winner"
"2","La'Porsha Renae","""Battles""","Original.s.Single","Runner-up"
"3","Trent Harmon","""If You Don't Know Me by Now""","Simon.Fuller.s.Choice","Winner"
"4","La'Porsha Renae","""A House Is Not a Home""","Simon.Fuller.s.Choice","Runner-up"
"5","Trent Harmon","""Chandelier""","Favorite.Performance","Winner"
"6","La'Porsha Renae","""Diamonds""","Favorite.Performance","Runner-up"
