"order","contestant","song","song_theme","result"
"1","Adam Lambert","""Whole Lotta Love""","Solo.song","Safe"
"2","Allison Iraheta","""Cry Baby""","Solo.song","Eliminated"
"3","Kris Allen","""Renegade""","Duet.song","Safe"
"3","Danny Gokey","""Renegade""","Duet.song","Safe"
"4","Kris Allen","""Come Together""","Solo.song","Safe"
"5","Danny Gokey","""Dream On""","Solo.song","Safe"
"6","Adam Lambert","""Slow Ride""","Duet.song","Safe"
"6","Allison Iraheta","""Slow Ride""","Duet.song","Eliminated"
