"order","contestant","song","song_theme","result"
"1","Scotty McCreery","""Check Yes or No""","Idol.s.song","Winner"
"2","Lauren Alaina","""Maybe It Was Memphis""","Idol.s.song","Runner-up"
"3","Scotty McCreery","""I Love You This Big""","Winner.s.song","Winner"
"4","Lauren Alaina","""Like My Mother Does""","Winner.s.song","Runner-up"
