"order","contestant","song","song_theme","result"
"1","James Durbin","""Don't Stop Believin'""","Inspiration.song","Eliminated"
"2","Haley Reinhart","""Earth Song""","Inspiration.song","Safe"
"3","Scotty McCreery","""Where Were You (When the World Stopped Turning)""","Inspiration.song","Safe"
"4","Lauren Alaina","""Anyway""","Inspiration.song","Safe"
"5","Haley Reinhart","""I (Who Have Nothing)""","Songbook.song","Safe"
"6","Scotty McCreery","""Young Blood""","Songbook.song","Safe"
"7","Lauren Alaina","""Trouble""","Songbook.song","Safe"
"8","James Durbin","""Love Potion No. 9""","Songbook.song","Eliminated"
