"order","contestant","song","song_theme","result"
"1","Elliott Yamin","""Open Arms""(Journey)","Mentor.s.choice..original.artist.","Third place"
"2","Katharine McPhee","""I Believe I Can Fly"" (R. Kelly)","Mentor.s.choice..original.artist.","Safe"
"3","Taylor Hicks","""Dancing in the Dark"" (Bruce Springsteen)","Mentor.s.choice..original.artist.","Safe"
"4","Elliott Yamin","""What You Won't Do for Love"" (Bobby Caldwell)","Judges..choice..original.artist.","Third place"
"5","Katharine McPhee","""Over the Rainbow"" (Judy Garland)","Judges..choice..original.artist.","Safe"
"6","Taylor Hicks","""You Are So Beautiful"" (Billy Preston)","Judges..choice..original.artist.","Safe"
"7","Elliott Yamin","""I Believe to My Soul"" (Ray Charles)","Contestant.s.choice..original.artist.","Third place"
"8","Katharine McPhee","""I Ain't Got Nothin' But the Blues"" (Al Hibbler)","Contestant.s.choice..original.artist.","Safe"
"9","Taylor Hicks","""Try a Little Tenderness"" (Val Rosing)","Contestant.s.choice..original.artist.","Safe"
